gggg 一一
wtal 侮蔑
wtdf 侮辱
wnel 侯爵
wnuy 侯门
wncn 侯马
wvty 侵入
wvhk 侵占
wvgd 侵吞
wvdf 侵夺
wvpd 侵害
wvrd 侵扰
wvjd 侵晨
wvsc 侵权
wvqt 侵犯
wvlt 侵略
wvqn 侵蚀
wvdx 侵袭
wggf 便于
wgwg 便便
wgvc 便即
wgsk 便可
wgpe 便宜
wgpj 便宴
wgyi 便应
wgiv 便当
wgrg 便捷
wgrw 便携
wgjg 便是
wgde 便有
wgeb 便服
wgts 便条
wghi 便步
wgib 便池
wgix 便溺
wgtn 便秘
wgtg 便笺
wgtw 便签
wgye 便衣
wgyu 便说
wgut 便道
wghq 便餐
wkwg 促使
wkdn 促成
wkqt 促狭
wkes 促膝
wkfj 促进
wkve 促退
wkqi 促销
wtlg 俄国
wtxd 俄顷
wcwi 俊俏
wcso 俊杰
wcll 俊男
wcte 俊秀
wcug 俊美
wcyv 俊郎
wcah 俊雅
wigm 俏丽
wivn 俏媚
wihc 俏皮
wiwx 俏货
wiqi 俏销
wwqi 俗乐
wwtl 俗务
wwma 俗曲
wwdh 俗艳
wwyt 俗话
wwyg 俗语
wwyu 俗谚
weaq 俘获
weha 俘虏
wjww 俚俗
wjyg 俚语
wkiw 保举
wkww 保人
wkwy 保住
wkwd 保佑
wkwh 保修
wkwf 保值
wkwv 保健
wktf 保先
wkud 保养
wkuw 保准
wkbi 保函
wktj 保利
wkuj 保单
wkbg 保卫
wkfu 保墒
wkvx 保姆
wkva 保媒
wkdh 保存
wkpf 保守
wkpv 保安
wkpg 保定
wkpe 保家
wkpn 保密
wkyq 保底
wkth 保息
wkry 保护
wkrf 保持
wknh 保收
wkje 保暖
wkde 保有
wksg 保本
wkif 保洁
wkij 保温
wkgj 保理
wket 保用
wklh 保甲
wkqy 保留
wkrg 保皇
wkfh 保真
wktu 保税
wktp 保管
wkxe 保级
wklq 保罗
wkyc 保育
wkec 保胎
wkal 保苗
wkad 保藏
wkyg 保证
wkxj 保费
wktm 保身
wkto 保释
wktg 保重
wkjg 保量
wkqs 保镖
wkta 保长
wkbw 保险
wkbu 保障
wkpt 保额
wklk 保驾
wkqg 保鲜
wcsm 俟机
wywq 信仰
wywr 信件
wywt 信任
wybi 信函
wykq 信史
wykg 信号
wydw 信奉
wypf 信守
wyya 信度
wyny 信心
wywy 信念
wyth 信息
wyrb 信报
wyeb 信服
wysn 信札
wyhi 信步
wyia 信汇
wyet 信用
wyts 信箱
wyiw 信誉
wyyy 信访
wywa 信贷
wydp 信达
wybj 信阳
wwsh 俭朴
whnu 修习
whnn 修书
whwm 修仙
whud 修养
whue 修剪
whkq 修史
whfg 修士
whtj 修复
whvv 修女
whvb 修好
whip 修学
whpg 修定
whvf 修建
whry 修护
whrf 修持
whnt 修改
whgk 修整
whyy 修文
whje 修明
whsf 修枝
whst 修桥
whgh 修正
whii 修水
whoa 修炼
whgj 修理
whug 修盖
whtt 修竹
whxl 修细
whxu 修缮
whef 修脚
whqc 修色
whak 修葺
whpu 修补
whys 修订
whfh 修起
whkh 修路
whtm 修身
whtd 修辞
whfp 修过
whut 修道
whsg 修配
whta 修长
whdm 修面
whaf 修鞋
whqn 修饰
wycq 俯允
wyuk 俯冲
wyah 俯卧
wyyi 俯就
wyrr 俯拍
wyhn 俯瞰
wypy 俯视
wyjt 俯览
whwf 俱佳
whwg 俱全
wdqk 俳句
wdpy 俸禄
wdqg 俸钱
wdwu 俺们
wdpe 俺家
wulk 倍加
wuep 倍受
wufu 倍增
wudg 倍感
wuov 倍数
wuig 倍添
wuhi 倍频
whfb 倏地
whqi 倏尔
whqr 倏忽
wgbn 倒也
wgfb 倒地
wgfm 倒坍
wgfj 倒塌
wgvb 倒好
wgyc 倒序
wges 倒彩
wgag 倒戈
wgrk 倒扣
wgra 倒找
wgov 倒数
wgjm 倒映
wgjg 倒是
wgxx 倒毙
wgiy 倒流
wgia 倒灌
wgof 倒灶
wgwq 倒爷
wguu 倒立
wgjc 倒竖
wglf 倒置
wgeu 倒腾
wgaw 倒茶
wgmt 倒账
wgmh 倒贴
wgmu 倒赔
wglg 倒车
wgve 倒退
wgqi 倒锁
wgqa 倒错
wguf 倒闭
wnxk 倔强
wiwg 倘使
wiak 倘或
wiqd 倘然
wice 倘能
wiad 倘若
whfn 候场
whpj 候审
whft 候教
whsm 候机
whij 候温
whrm 候缺
whyw 候诊
whlg 候车
whtf 候选
whlk 候驾
wdwd 倚仗
wdgd 倚天
wdny 倚翠
wdtg 倚重
wduy 倚门
wann 借书
wabn 借了
wany 借以
wawu 借位
wawy 借住
wawg 借债
wagc 借到
waeg 借助
wabc 借取
wakk 借口
waqk 借名
wakw 借喻
wafp 借壳
wapw 借宿
watj 借得
wafc 借支
wadt 借故
wasm 借机
wats 借条
wago 借来
wahx 借此
waoo 借火
waet 借用
wath 借自
wayf 借读
waym 借调
wawa 借贷
walg 借车
wafj 借进
waut 借道
watg 借重
wajt 借鉴
waqg 借钱
wauk 借问
wauu 借阅
wjnf 倡导
wjyu 倡廉
wjrn 倡扬
wjyy 倡议
wpwm 倥侗
wutp 倦乏
wupw 倦容
wudy 倦态
wuck 倦怠
wuqc 倦色
wgtl 债务
wgsc 债权
wgff 债款
wfak 值勤
wffa 值域
wfpf 值守
wftj 值得
wfjj 值日
wfhx 值此
wfgy 值班
wfqg 值钱
wxwm 倾侧
wxwg 倾倒
wxlt 倾力
wxrh 倾卸
wxkf 倾吐
wxtm 倾向
wxkr 倾听
wxfd 倾城
wxvj 倾巢
wxny 倾心
wxng 倾情
wxaj 倾慕
wxwt 倾斜
wxia 倾泄
wxiy 倾注
wxis 倾洒
wxwv 倾盆
wxto 倾翻
wxst 倾覆
wxyr 倾诉
wxyo 倾谈
wxln 倾轧
wxqi 倾销
wnwt 假作
wnwg 假使
wnwa 假借
wnyc 假充
wnjh 假冒
wnqk 假名
wnvk 假如
wnpg 假定
wnpn 假寐
wnmm 假山
wnnt 假性
wnsh 假想
wnuj 假意
wnca 假戏
wnrt 假托
wnrw 假扮
wnrb 假报
wnjj 假日
wnad 假期
wnts 假条
wnpv 假案
wngq 假死
wnol 假烟
wnah 假牙
wnef 假肢
wnev 假腿
wnax 假药
wnuf 假装
wnym 假设
wnyg 假证
wnyt 假话
wnyu 假说
wnqj 假象
wnmt 假账
wnwx 假货
wntf 假造
wnut 假道
wnis 假酒
wnto 假释
wnqi 假钞
wndm 假面
wadd 偌大
wlwy 偎依
wlrq 偎抱
wlmh 偎贴
wygi 偏不
wywn 偏僻
wyiq 偏光
wyap 偏劳
wytm 偏向
wykr 偏听
wydd 偏大
wyrw 偏失
wyvb 偏好
wypv 偏安
wyag 偏巧
wyrv 偏执
wyrd 偏振
wyup 偏旁
wyep 偏爱
wyuc 偏瘫
wyyb 偏离
wytc 偏私
wysv 偏要
wymq 偏见
wyqe 偏角
wyfq 偏远
wyuy 偏门
wyhc 偏颇
wxmg 偕同
wxtf 偕行
wdyg 做主
wdbn 做了
wdgk 做事
wdus 做亲
wdww 做人
wdwt 做作
wdwn 做假
wdbm 做出
wdgc 做到
wdal 做功
wddd 做大
wdvb 做好
wdva 做媒
wdpf 做完
wdpn 做官
wdpt 做客
wddt 做寿
wdyi 做就
wdaa 做工
wdxk 做强
wdca 做戏
wddn 做成
wdrk 做操
wdss 做梦
wdif 做法
wdir 做派
wdep 做爱
wdpw 做空
wdew 做脸
wdae 做菜
wdmt 做账
wdma 做贼
wdfp 做过
wdqa 做错
wdqn 做饭
wdrq 做鬼
wygh 停下
wyog 停业
wybn 停了
wyut 停产
wylw 停办
wyqu 停匀
wynt 停发
wyev 停妥
wyvf 停建
wyiv 停当
wyyt 停放
wysm 停机
wysa 停柩
wyhh 停止
wyii 停水
wyir 停泊
wyig 停滞
wyoo 停火
wyjn 停电
wyqy 停留
wybk 停职
wyau 停薪
wyyj 停课
wylg 停车
wytf 停靠
wygb 停顿
wynu 停飞
wyck 停驶
wycy 停驻
wvwg 健全
wvdh 健在
wvuf 健壮
wvpu 健实
wvyv 健康
wvyn 健忘
wvdd 健硕
wvug 健美
wvle 健胃
wvey 健脑
wvyo 健谈
wvtm 健身
wjwu 偶们
wjwq 偶像
wjnt 偶发
wjwg 偶合
wjqi 偶尔
wjtj 偶得
wjdg 偶感
wjak 偶或
wjov 偶数
wjqd 偶然
wjqt 偶犯
wjjm 偶遇
wwbm 偷出
wwbc 偷取
wwkt 偷吃
wwkr 偷听
wwpv 偷安
wwtj 偷得
wwrr 偷拍
wwrq 偷换
wwra 偷摸
wwin 偷漏
wwrh 偷看
wwtu 偷税
wwap 偷营
wwdx 偷袭
wwfh 偷走
wwus 偷闲
wiig 偿清
wigi 偿还
wrwl 傀儡
wumd 傍岸
wujq 傍晚
wuii 傍水
wdyt 傣族
wpsh 傧相
wytl 储备
wydh 储存
wyce 储能
wyay 储蓄
wyad 储藏
wyfc 储运
wyqg 储钱
wmut 催产
wmwk 催促
wmbm 催出
wmlw 催办
wmwx 催化
wmnt 催发
wmkf 催吐
wmtf 催告
wmwg 催命
wmve 催奶
wmng 催情
wmff 催款
wmih 催泪
wmyb 催熟
wmhn 催眠
wmxr 催缴
wmec 催肥
wmsv 催要
wmyf 催讨
wmgi 催还
wmsg 催醒
wgan 傲世
wgnj 傲慢
wgrn 傲气
wgtr 傲物
wgpy 傲视
wgme 傲骨
wtbn 傻了
wtca 傻劲
wtbb 傻子
wtrc 傻瓜
wthv 傻眼
wttt 傻笑
wtnh 傻蛋
wqwh 像个
wqjg 像是
wqsu 像样
wqgx 像素
wqyt 像话
wdnt 僚属
wdsm 僚机
wuww 僧人
wunx 僧尼
wutf 僧徒
wuut 僧道
wubp 僧院
wafh 僭越
wgwx 僵化
wgrf 僵持
wgdg 僵硬
wnaw 僻巷
wnbg 僻陋
wnge 僻静
wfat 儒医
wfpe 儒家
wfuq 儒将
wfsy 儒术
wftg 儒生
wfah 儒雅
qtwx 儿化
qtvv 儿女
qtvt 儿媳
qtbb 儿子
qtbi 儿孙
qtca 儿戏
qtsk 儿歌
qttu 儿科
qtuj 儿童
qtyv 儿郎
gqqd 兀然
gquu 兀立
gqth 兀自
gqyi 兀鹫
cquw 允准
cqiv 允当
cqyt 允许
fqwa 元代
fqwr 元件
fqqb 元凶
fqkm 元勋
fqpg 元宝
fqpi 元宵
fqjm 元帅
fqrh 元年
fqjg 元旦
fqma 元曲
fqee 元月
fqfj 元朝
fqgx 元素
fqft 元老
fqsg 元配
fqut 元首
kqck 兄台
kqvf 兄妹
kqvv 兄嫂
kqux 兄弟
kqtj 兄得
kqta 兄长
ycwt 充任
ycwf 充值
ycwc 充公
ycpl 充军
ycwv 充分
ycff 充填
ycvb 充好
ycpf 充完
ycpu 充实
yciv 充当
ycov 充数
ycry 充斥
ycrn 充气
ycii 充水
ycig 充沛
yciu 充溢
ycia 充满
ycjn 充电
ycec 充盈
ycen 充肠
yctl 充血
yckh 充足
ycqn 充饥
iqwu 兆位
iqmf 兆周
iqud 兆头
iqgn 兆瓦
iqfo 兆赫
tfan 先世
tfiq 先兆
tfun 先决
tfue 先前
tfrg 先后
tffn 先声
tfgd 先天
tfvx 先妣
tfnf 先导
tfup 先帝
tfjg 先是
tfis 先河
tfgg 先王
tftg 先生
tfdw 先秦
tfjc 先贤
tfdp 先达
tffj 先进
tfqt 先锋
tfca 先驱
tfcw 先验
iqjt 光临
iqyp 光亮
iqwd 光伏
iqwy 光储
iqwq 光像
iqwt 光凭
iqwx 光华
iqlu 光圈
iqdd 光大
iqbb 光子
iqip 光学
iqpd 光宠
iqnf 光导
iqrh 光年
iqya 光度
iqes 光彩
iqrp 光控
iqtx 光敏
iqgy 光斑
iqje 光明
iqjg 光是
iqjp 光晕
iqjy 光景
iqgk 光束
iqsr 光板
iqsy 光柱
iqsf 光标
iqsj 光棍
iqih 光波
iqic 光泽
iqif 光洁
iqiu 光润
iqim 光滑
iqoo 光火
iqhk 光点
iqrv 光热
iqoq 光焰
iqjv 光照
iqgg 光环
iqjn 光电
iqub 光疗
iqte 光盘
iqda 光碟
iqtm 光秃
iqxt 光纤
iqxg 光线
iqxf 光绪
iqxj 光缆
iqef 光脚
iqay 光芒
iqap 光荣
iqyu 光谱
iqiq 光辉
iqbe 光阴
iqtf 光靠
iqdb 光顾
iqca 光驱
iqqg 光鲜
dqrm 克制
dqrk 克扣
dqru 克拉
dqjj 克日
dqjt 克星
dqeb 克服
dqad 克期
dqag 克莱
dqjf 克里
dqbt 克隆
dqcw 克难
dqqg 克鲁
qkcb 免予
qkgf 免于
qkpf 免冠
qkga 免刑
qkfc 免去
qkpn 免官
qktm 免役
qktg 免征
qktj 免得
qkth 免息
qkrh 免掉
qkrj 免提
qknh 免收
qksw 免检
qkin 免烫
qkum 免疫
qkpy 免礼
qksf 免票
qktu 免税
qkld 免罪
qkbk 免职
qkya 免试
qkyo 免谈
qkgm 免责
qkxj 免费
qkfj 免进
qkbw 免除
qkcw 免验
ukbc 兑取
ukuq 兑奖
ukrq 兑换
ukff 兑款
ukgm 兑现
qkdf 兔唇
qktf 兔毛
qkeu 兔脱
ipmw 党内
ipcd 党参
ipkq 党史
ipqh 党外
iptv 党委
ipvf 党建
ipnt 党性
iprb 党报
ipgh 党政
ipsj 党棍
ipir 党派
iprq 党的
ipss 党禁
ipxn 党纪
ipxm 党纲
ipxe 党组
ipvt 党群
ipnn 党羽
qrwy 兜售
qrlu 兜圈
qrbb 兜子
qryq 兜底
qrrg 兜捕
qrrj 兜揽
qrjf 兜里
qrcb 兜鍪
qrmq 兜风
tyan 入世
tyyg 入主
tywg 入伍
tywd 入伏
tywo 入伙
tywf 入会
tywy 入住
tywv 入侵
tywk 入保
tyud 入关
tymw 入内
tytu 入冬
tygc 入到
tykk 入口
tykf 入味
tylf 入围
tyff 入土
tyfb 入地
tyfn 入场
tyfu 入境
tydh 入夏
typg 入室
typf 入寇
typn 入寐
tyya 入席
tyyl 入库
tyyw 入座
tytm 入微
tyng 入怀
tyyn 入户
tyrt 入手
tyft 入教
tyjf 入时
tyst 入梅
tyss 入梦
tyim 入洞
tyiy 入流
tyit 入海
tyia 入港
tyqt 入狱
tygf 入球
tygj 入理
tygl 入画
tyhn 入眠
tyhv 入眼
tyht 入睡
typy 入神
tyto 入秋
tytd 入籍
tymq 入网
tybg 入耳
tybk 入职
tyem 入股
tyey 入脑
tymt 入账
tygq 入赘
tyfh 入超
tyop 入迷
tytf 入选
tyah 入邪
tyuy 入门
tybw 入队
tybp 入院
tycy 入驻
tyme 入骨
tyys 入魔
wgxt 全乡
wgwd 全优
wgwf 全会
wgws 全体
wgip 全党
wgpl 全军
wgwv 全分
wgnd 全剧
wglt 全力
wgak 全勤
wgaq 全区
wgeg 全县
wgkm 全员
wglg 全国
wgfd 全城
wgfu 全境
wggd 全天
wgdd 全套
wgnn 全局
wgnu 全屏
wgym 全市
wgrh 全年
wgny 全心
wgru 全拼
wgyy 全文
wgus 全新
wgfq 全无
wgjj 全日
wgjy 全景
wgsg 全本
wgsf 全村
wgsu 全校
wgsr 全棉
wgna 全民
wgqd 全然
wggy 全班
wgdo 全盔
wgit 全省
wgdc 全码
wgtq 全称
wgtk 全程
wgty 全篇
wgxg 全线
wgug 全美
wgbk 全职
wgce 全能
wgqc 全色
wgpu 全裸
wgqe 全角
wgee 全貌
wggm 全责
wgtm 全身
wggk 全速
wguk 全部
wgft 全都
wgqf 全镇
wgta 全长
wgbw 全队
wgbp 全院
wgdm 全面
wgkd 全顺
wgpt 全额
wtgg 八一
wtwh 八个
wtwm 八仙
wtwv 八分
wtfg 八十
wtff 八卦
wtsk 八哥
wtpb 八字
wtnm 八届
wtxk 八强
wtdn 八成
wtaa 八戒
wtyt 八旗
wtqj 八旬
wtee 八月
wtem 八股
wtqe 八角
wcyg 公主
wciw 公举
wcbn 公了
wcgk 公事
wcuq 公交
wcwh 公仆
wcwb 公仔
wcws 公休
wcww 公众
wcwf 公会
wcwy 公信
wcwg 公债
wcwn 公假
wccq 公允
wcfq 公元
wcaw 公共
wcud 公关
wcun 公决
wcbi 公函
wcwv 公分
wclw 公办
wctl 公务
wcta 公升
wcdl 公历
wcdj 公厘
wcng 公司
wctf 公告
wckk 公器
wclf 公园
wcaj 公墓
wcih 公婆
wcbb 公子
wcpv 公安
wcpd 公害
wcpe 公家
wcpj 公寓
wcny 公尺
wcdm 公布
wcvc 公帑
wcfg 公干
wcgu 公平
wcga 公开
wcaa 公式
wcnf 公愤
wcyn 公房
wcrm 公投
wcrb 公报
wcrj 公担
wcrw 公推
wctd 公敌
wcyy 公文
wcrt 公斤
wcon 公断
wcjm 公映
wceb 公服
wcsc 公权
wcff 公款
wcgh 公正
wcxx 公比
wcna 公民
wcif 公法
wcir 公派
wcim 公测
wcit 公海
wcip 公演
wcqd 公然
wcel 公爵
wcwq 公爹
wcrh 公牛
wctr 公物
wcgj 公理
wcet 公用
wcyx 公畜
wcuw 公益
wcfi 公示
wcpy 公社
wctc 公私
wctk 公积
wctq 公称
wcuu 公立
wcuj 公章
wcoy 公粮
wcxq 公约
wcmq 公网
wcbq 公聊
wcbk 公职
wcem 公股
wcap 公营
wcyw 公认
wcym 公设
wcyg 公证
wcyr 公诉
wcxj 公费
wckh 公路
wclg 公车
wcut 公道
wcjf 公里
wcxd 公顷
wcqn 公馆
uywh 六个
uyus 六亲
uyfg 六十
uywg 六合
uylh 六四
uydd 六大
uyrh 六年
uyya 六度
uydn 六成
uyjj 六日
uyqj 六旬
uyee 六月
uyfj 六朝
uysv 六根
uyww 六欲
uyyx 六畜
uytk 六种
uyxe 六级
uyey 六腑
uyan 六艺
ufyp 兰亭
ufyt 兰州
ufie 兰溪
ufft 兰考
ufaw 兰花
awyl 共为
awgk 共事
awyb 共享
awwb 共创
awqk 共勉
awmg 共同
awtk 共和
awum 共商
awth 共处
awdh 共存
awnd 共居
awyd 共庆
awya 共度
awvf 共建
awnt 共性
awrd 共振
awde 共有
awiy 共渡
awet 共用
awtp 共管
awxq 共约
awbc 共聚
awrl 共舞
awyf 共计
awyy 共议
awyk 共识
awip 共赏
awfh 共赴
awld 共轭
awlm 共轴
awfj 共进
awce 共通
awfd 共需
awkq 共鸣
udkh 关中
udgf 关于
udwc 关公
udav 关切
udkk 关口
udqh 关外
udmm 关山
udqy 关岛
udny 关心
udng 关怀
udrl 关押
udrh 关掉
udsm 关机
udiy 关注
udos 关灯
udjv 关照
udep 关爱
uddj 关碍
udss 关禁
udtu 关税
udpw 关窗
udtx 关系
udjc 关紧
udbu 关联
udab 关节
udfp 关过
udqv 关键
uduy 关门
uduf 关闭
udby 关防
iwog 兴业
iwyn 兴亡
iwwh 兴修
iwwx 兴华
iweg 兴县
iwkc 兴叹
iwkf 兴味
iwlg 兴国
iwud 兴头
iwdl 兴奋
iwip 兴学
iwvf 兴建
iwft 兴教
iwjg 兴旺
iwsu 兴校
iwdn 兴盛
iwgc 兴致
iwyk 兴衰
iwyt 兴许
iwfh 兴趣
iwdt 兴邦
iwbt 兴隆
rgsg 兵丁
rgnn 兵书
rgvy 兵刃
rglt 兵力
rgyo 兵变
rgkm 兵员
rgkk 兵器
rgfg 兵士
rgaa 兵工
rgtm 兵役
rgag 兵戈
rgsc 兵权
rgif 兵法
rgoo 兵火
rgpo 兵灾
rgee 兵燹
rgug 兵痞
rgtk 兵种
rgtw 兵符
rgft 兵者
rgte 兵舰
rgap 兵营
rglg 兵车
rgcn 兵马
adgg 其一
adkh 其中
adwb 其他
adwt 其余
adqk 其名
adrg 其后
adfu 其境
adqh 其外
adpx 其它
adpu 其实
adjf 其时
aduq 其次
adqe 其解
hwws 具体
hwqk 具名
hwtl 具备
hwyy 具文
hwde 具有
hwxf 具结
hwqj 具象
mafn 典卖
maga 典型
maiv 典当
marl 典押
madt 典故
mapy 典礼
mauj 典章
matd 典籍
maai 典范
maad 典藏
maah 典雅
uxjj 兹日
udwt 养伤
udwv 养分
uddd 养大
udvv 养女
udpe 养家
udyu 养廉
uddn 养成
udry 养护
udou 养料
udgq 养殖
udxg 养母
udic 养汉
udqt 养猪
udug 养病
udft 养老
udyc 养育
udjt 养蜂
udcq 养鸡
uvpp 兼之
uvwt 兼任
uvwd 兼优
uvwh 兼修
uvhw 兼具
uvlw 兼办
uvkr 兼听
uvtl 兼备
uvpw 兼容
uvud 兼差
uvua 兼并
uvtj 兼得
uvyt 兼施
uvde 兼有
uvic 兼治
uvep 兼爱
uvet 兼用
uvtk 兼程
uvtp 兼管
uvbk 兼职
uvap 兼营
uvyj 兼课
uvce 兼通
uvdb 兼顾
uluq 兽交
ulat 兽医
ulnt 兽性
ulww 兽欲
ulum 兽疫
ulhc 兽皮
ulpw 兽窟
ulod 兽类
ulvt 兽群
ulax 兽药
ultf 兽行
uxlt 冀图
uxyt 冀州
uxfi 冀求
uxhw 冀盼
mwkh 内中
mwyg 内主
mwtd 内乱
mwus 内亲
mwwf 内传
mwwt 内伤
mwwm 内侧
mwkq 内兄
mwav 内切
mwfj 内刊
mwlt 内力
mwal 内功
mwtl 内务
mwak 内勤
mwwx 内化
mwud 内卷
mwcd 内参
mwtm 内向
mwwy 内含
mwld 内因
mwlu 内圈
mwdh 内在
mwfb 内地
mwfn 内场
mwff 内墙
mwnk 内壁
mwqh 内外
mwvf 内奸
mwbb 内子
mwdh 内存
mwpt 内宅
mwpg 内定
mwpe 内家
mwpw 内容
mwpr 内宾
mwnf 内层
mwma 内嵌
mwaj 内幕
mwyi 内应
mwux 内弟
mwxy 内弦
mwtc 内径
mwny 内心
mwnd 内忧
mwqv 内急
mwkk 内患
mwng 内情
mwnr 内愧
mwhk 内战
mwrv 内招
mwrp 内控
mwrw 内推
mwgh 内政
mwwg 内敛
mwyy 内文
mwjy 内景
mweb 内服
mwsy 内核
mwsa 内框
mwia 内江
mwis 内河
mwim 内测
mwib 内涵
mwid 内湖
mwoq 内焰
mwgg 内环
mwgl 内画
mwuq 内疚
mwit 内省
mwud 内眷
mwdc 内码
mwte 内秀
mwtu 内科
mwxg 内线
mwxc 内经
mwlf 内置
mwdi 内耗
mwbg 内耳
mwbu 内联
mwbc 内聚
mwej 内胆
mwec 内胎
mwce 内能
mwex 内脂
mwey 内脏
mwea 内膜
mwah 内臣
mwap 内蒙
mwax 内蕴
mwtf 内行
mwye 内衣
mwuf 内装
mwpu 内裤
mwqe 内角
mwya 内讧
mwym 内设
mwyu 内详
mwqy 内贸
mwlp 内边
mwve 内退
mwuk 内部
mwjf 内里
mwqi 内销
mwuy 内门
mwut 内阁
mwbe 内阻
mwbw 内附
mwbf 内陆
mwbq 内陷
mwcw 内难
mwfd 内需
mwdm 内面
mwrq 内鬼
mfmf 冉冉
mmbb 册子
mmuu 册立
gmgi 再不
gmbn 再也
gmny 再以
gmwf 再会
gmmj 再则
gmwb 再创
gmvb 再好
gmvk 再如
gmvq 再婚
gmvp 再嫁
gmpj 再审
gmya 再度
gmrd 再拜
gmrr 再掀
gmrj 再提
gmgo 再来
gmsf 再植
gmuq 再次
gmim 再没
gmth 再版
gmgm 再现
gmtg 再生
gmxf 再续
gmbc 再聚
gmmq 再见
gmyh 再让
gmyu 再说
jhyc 冒充
jhbm 冒出
jhkg 冒号
jhqk 冒名
jhrw 冒失
jhid 冒尖
jhjf 冒昧
jhgq 冒死
jhif 冒汗
jhiq 冒泡
jhoo 冒火
jhol 冒烟
jhth 冒牌
jhqt 冒犯
jhet 冒用
jhud 冒着
jhtq 冒称
jhfj 冒进
jhbw 冒险
jhfg 冒雨
jhfv 冒雪
jhsd 冒顶
pmwt 冗余
pmkm 冗员
pmvs 冗杂
pmtx 冗繁
pmgq 冗赘
pmsy 冗述
pmta 冗长
pghh 写上
pggh 写下
pgbn 写了
pgwt 写作
pgwy 写信
pgbm 写出
pggc 写到
pglk 写回
pgdh 写在
pgvb 写好
pgpb 写字
pgpf 写完
pgyi 写就
pguj 写意
pgdn 写成
pgrt 写手
pgje 写明
pgjy 写景
pgsg 写本
pgif 写法
pgjv 写照
pgtg 写生
pgfh 写真
pgxw 写给
pgfp 写过
pgut 写道
plkh 军中
plqi 军乐
plgk 军事
plww 军人
plwy 军令
plwg 军伍
plws 军体
plmw 军内
plvn 军刀
