gggg 一一
obpj 炸了窝的马蜂
obpk 炸了窝的马蜂乱哄哄
otwt 炸伤
otkt 炸响
okbt 炸响了的炮仗爆竹
okbg 炸响了的炮仗爆竹四分五裂
otfg 炸坏
otgu 炸平
otga 炸开
otxu 炸弹
otdn 炸成
otrh 炸掉
oton 炸断
otgq 炸死
otva 炸毁
oiqs 炸油饼的卖冰棍
oiqw 炸油饼的卖冰棍冷热结合
otpw 炸窝
otax 炸药
oayo 炸药库里玩火
oays 炸药库里玩火万万不可
oarb 炸药的捻子
oaru 炸药的捻子一点就着点火就着
otuq 炸酱
oudm 炸酱面
otqk 炸锅
otfl 炸雷
otcq 炸鸡
oyar 炸麻花的碰上搓草绳的
oyaq 炸麻花的碰上搓草绳的擦劲儿
hbaa 点了黄豆不出苗
hbag 点了黄豆不出苗孬
hkyp 点亮
hkwb 点仓
hkwu 点位
hpaq 点军区
hkbm 点出
hkfm 点击
hfyx 点击率
hkgc 点到
hgyh 点到为止
hkud 点券
hkwx 点化
hknt 点发
hkqk 点名
hupu 点头之交
huwu 点头会意
hukk 点头咂嘴
huke 点头哈腰
hkbb 点子
hkpg 点定
hchk 点对点
hkuq 点将
hkga 点开
hkny 点心
hkca 点戏
hrae 点手划脚
hrae 点指划脚
hrgp 点指画字
hkrt 点播
hknh 点收
hkov 点数
hkje 点明
hkiv 点染
hksu 点校
hksi 点档
hksw 点检
hksk 点歌
hkhx 点此
higi 点水不漏
hkig 点清
hkiu 点滴
hkoo 点火
hkos 点灯
hkhk 点点
hhii 点点滴滴
hkoq 点燃
horo 点燃的蜡烛
horb 点燃的蜡烛长命明不了
hkgf 点球
huok 点着火的双响
hkhg 点睛
hhpt 点睛之笔
hdyq 点石为金
hddq 点石成金
hkdh 点破
hksf 点票
hkpw 点穴
hkth 点算
hxgp 点纸画字
hkxc 点缀
heih 点胸洗眼
hkae 点菜
hkqe 点解
hkyn 点讯
hkyg 点评
hyrt 点评报告
hkfh 点起
hfoh 点起火把作战
hfor 点起火把作战来明的
hkkh 点距
hktf 点选
hksg 点醒
hqts 点金乏术
hqwq 点金作铁
hqdq 点金成铁
hqfs 点金无术
hkqi 点钞
hqsm 点钞机
hkqg 点钱
hqdq 点铁成金
hkbl 点阵
hkjg 点题
hkcw 点验
oamy 炼丹
oaeb 炼乳
oarm 炼制
oaqk 炼句
oaim 炼油
oaqt 炼狱
odpg 炼石补天
oaqm 炼钢
oaqr 炼铁
okng 炽情
okgq 炽烈
okrv 炽热
okdn 炽盛
ogiq 烁玉流金
odiq 烁石流金
oqru 烂乌拉
oqrp 烂乌拉东北地区冬天穿的鞋用皮革制成里成垫乌拉草套没底袜
obsa 烂了根的葱
obsg 烂了根的葱心不死
obru 烂了的番茄满街送
obrt 烂了的番茄满街送不识时务
ouwb 烂仔
owyj 烂伞遮日
owyb 烂伞遮日半边阴
odtf 烂大街
ovri 烂如指掌
ount 烂尾
onso 烂尾楼
onej 烂屁股蜘蛛
onex 烂屁股蜘蛛没事丝
orvy 烂扫帚上市
orvw 烂扫帚上市分文不值
ourh 烂掉
orbb 烂摊子
osud 烂木头
osui 烂木头做不得大梁
osus 烂木头做梁柱
osur 烂木头做梁柱难顶难撑
osuu 烂木头刻章
osuo 烂木头刻章不是这块料
osbs 烂板子搭桥
osbg 烂板子搭桥难过不顶事
ossg 烂板桥上的龙王
osss 烂板桥上的龙王不是好东西
osbs 烂柱子搭桥
osbt 烂柱子搭桥不牢靠
osbt 烂柿子上船
osbw 烂柿子上船软货
osbs 烂柿子换核桃
osbl 烂柿子换核桃吃硬不吃软
osbf 烂柿子落地
osbb 烂柿子落地软瘫了
ouin 烂泥
oigp 烂泥下窑
oigg 烂泥下窑烧不成个东西比喻能力差或本质不好的人办不成事
oift 烂泥坯子贴金身
oife 烂泥坯子贴金身胎里坏坏了胎
oicp 烂泥巴下窑
oick 烂泥巴下窑不成东西难成器
oicw 烂泥巴捏神像
oicq 烂泥巴捏神像没个好心肠全靠贴金
oicf 烂泥巴糊墙
oiaa 烂泥菩萨
oiar 烂泥菩萨样子神气
oiae 烂泥菩萨洗脸
oiab 烂泥菩萨洗脸干净不了
oipb 烂泥补柱子
oipr 烂泥补柱子难顶难撑
oikl 烂泥路上开汽车
oikg 烂泥路上开汽车卷土重来
oikl 烂泥路上拉车
oiki 烂泥路上拉车越陷越深
oijs 烂泥里摇桩
oiji 烂泥里摇桩越陷越深
ouij 烂漫
oigf 烂漫天真
ouyb 烂熟
oogf 烂熳天真
oqub 烂猪头碰到烂肠子
oqur 烂猪头碰到烂肠子臭味相投
orhb 烂瓜皮当帽子
orhb 烂瓜皮当帽子霉到顶了
oljk 烂田里的活路
oljw 烂田里的活路难做
oljv 烂田里的石臼
oljt 烂田里的石臼永世不得翻身
oljd 烂田里翻碌碡石磙
olji 烂田里翻碌碡石磙越陷越深
ohrj 烂眼招苍蝇
ohrf 烂眼招苍蝇倒霉透了真倒霉
otbb 烂筐子上拴丝穗子
otbt 烂筐子上拴丝穗子不相称
ootq 烂粪箕捞泥鳅
ootk 烂粪箕捞泥鳅溜啦
ouod 烂糊
omrq 烂网打鱼
omra 烂网打鱼一无所获
omkj 烂肉喂苍蝇
omkv 烂肉喂苍蝇投其所好
oerm 烂脑瓜戴上新毡帽
oerw 烂脑瓜戴上新毡帽冒充好人
oyah 烂膏药贴在好肉上
oyao 烂膏药贴在好肉上没病找病自找麻烦
oari 烂若披掌
oarq 烂若披锦
oawq 烂若舒锦
oaam 烂菩萨坐深山
oaao 烂菩萨坐深山没人理没见过大香火
oayw 烂蒲扇打人
oayu 烂蒲扇打人无关痛痒不痛不痒
opbn 烂袜子改背心
opbp 烂袜子改背心小人得志之
osrc 烂西瓜
osri 烂西瓜一肚子坏水
oumt 烂账
ouwx 烂货
olpm 烂边礼帽
olpv 烂边礼帽顶好
otru 烂透的毒疮
otra 烂透的毒疮不可救药
ousg 烂醉
osvi 烂醉如泥
ouqk 烂钟
oqiq 烂钟没准儿
opwu 烂额焦头
oqge 烂鱼开了膛
oqgf 烂鱼开了膛一副坏心肠心肠坏
oyrx 烂麻拧成绳
oyrf 烂麻拧成绳有了头绪合在一起干
oyrx 烂麻搓成绳
oyrc 烂麻搓成绳吃不住劲
oywg 烂麻袋装珍珠
oywd 烂麻袋装珍珠好的在里面
oyjt 烂麻里搀猪毛
oyjo 烂麻里搀猪毛一团糟
otba 烂鼻子菩萨
otbt 烂鼻子菩萨闻不着香臭
otbu 烂鼻子闻猪头
otbt 烂鼻子闻猪头不知香臭
gpnt 烈军属
gqfg 烈士
gftq 烈士徇名
gfan 烈士暮年壮心不已
gqvv 烈女
gmaq 烈山区
gqnt 烈性
gqjj 烈日
gqoo 烈火
gofh 烈火干柴
goyi 烈火烹油
gofq 烈火真金
gomq 烈火见真金
golf 烈火轰雷
gouj 烈火辨日
ggll 烈烈轰轰
gqoq 烈焰
gqmq 烈风
gqcn 烈马
ofre 烘云托月
oidt 烘堂大笑
oafg 烘干
oart 烘托
oaiv 烘染
oaoa 烘烘
oaou 烘焙
oats 烘箱
otgh 烙下
otqg 烙印
otin 烙烫
otuv 烙痕
otaw 烙花
otqr 烙铁
otqn 烙饼
ojiq 烛光
ojck 烛台
ojih 烛泪
ojoo 烛火
ojjv 烛照
ojoy 烛照数计
ojaw 烛花
ogbf 烟不出火不进
olxx 烟丝
olfc 烟云
offh 烟云过眼
olhw 烟具
olpe 烟农
olck 烟台
ocym 烟台市
ocxa 烟台经济技术开发区
ocya 烟台高新技术产业开发区
olkf 烟叶
olkh 烟嘴
oltl 烟囱
oths 烟囱上面放棺材
othw 烟囱上面放棺材熏死人
otuu 烟囱站岗铁将军把门
otuh 烟囱站岗铁将军把门全家都上
otjn 烟囱里屙屎
otju 烟囱里屙屎臭气熏天出臭风头
otjr 烟囱里招手
otjx 烟囱里招手往黑处引
otjf 烟囱里放醋坛
otjg 烟囱里放醋坛酸气冲天
otjv 烟囱里爬老鼠
otjo 烟囱里的烟
otsk 烟囱顶上走路
otss 烟囱顶上长棵树
otss 烟囱顶上长棵树高不可攀
olud 烟头
olpt 烟客
olif 烟尘
oaxu 烟幕弹
oluf 烟斗
ooox 烟断火绝
olsf 烟杆
olsw 烟枪
olsq 烟柳
olna 烟民
olrn 烟气
olih 烟波
oiqt 烟波钓徒
olit 烟海
oifa 烟消云散
oifa 烟消雾散
oloo 烟火
oldo 烟灰
odrh 烟灰抹面皮
odrg 烟灰抹面皮黑下脏来
odrm 烟灰缸
ooxg 烟炎张天
oloa 烟煤
oltg 烟熏
oluu 烟瘴
olub 烟瘾
olwg 烟盒
oldd 烟碱
oltm 烟筒
otjp 烟筒里安家
otju 烟筒里安家没门
olxq 烟纸
olrm 烟缸
obin 烟聚波属
olqc 烟色
olaw 烟花
oame 烟花风月
olaj 烟草
olau 烟蒂
oaft 烟蓑雨笠
olwa 烟袋
owss 烟袋杆搭桥
owsf 烟袋杆搭桥难过
owsq 烟袋杆里插席篾儿
owsk 烟袋杆里插席篾儿气不顺
owqr 烟袋锅烤手
owqc 烟袋锅烤手没有热乎劲
owqy 烟袋锅里炒芝麻
owqf 烟袋锅里炒芝麻小捣鼓
owqn 烟袋锅里炒鸡蛋
owqp 烟袋锅里炒鸡蛋请的哪门子客
owqq 烟袋锅里煮饭
owqg 烟袋锅里煮饭捣鼓不开
owqb 烟袋锅里蒸包子
owqd 烟袋锅里蒸包子有气也不大
opvt 烟视媚行
olis 烟酒
olsg 烟酸
ojrf 烟里的放醋坛
ojrg 烟里的放醋坛酸气冲天
olqg 烟钱
olqk 烟锅
oqjy 烟锅里炒芝麻
oqjk 烟锅里炒芝麻小气器
olfg 烟雨
olft 烟雾
ofja 烟雾里赏花
offa 烟霏雨散
offw 烟霏雾集
olfn 烟霞
ofuu 烟霞痼疾
olfy 烟霭
onja 烟飞星散
olrq 烟鬼
ofbm 烤出
offg 烤干
oftj 烤得
ofoo 烤火
oooy 烤炉火吹电扇
ooow 烤炉火吹电扇冷热结合
ofol 烤烟
ofwy 烤焦
ofyb 烤熟
oybu 烤熟了的羊头
ofjn 烤电
ofte 烤盘
ofts 烤箱
ofmw 烤肉
ofqn 烤饼
ofcq 烤鸡
oflq 烤鸭
ogod 烦不烦
odtd 烦乱
odww 烦人
odpm 烦冗
odap 烦劳
ongk 烦心事
odnd 烦忧
odgo 烦恶
odny 烦恼
odrd 烦扰
oyxp 烦文缛礼
odvs 烦杂
odgq 烦死
odgi 烦琐
odpy 烦神
odea 烦腻
oydt 烦言碎辞
odyg 烦请
odkh 烦躁
odun 烦闷
odcw 烦难
obdn 烧了三炷香放了七个屁
obdq 烧了三炷香放了七个屁行善没有作恶多
oawt 烧伤
oabm 烧出
oagc 烧到
onfv 烧屋赶老鼠
onft 烧屋赶老鼠不合算
onfb 烧屋赶耗子
onfr 烧屋赶耗子不合算得不偿失
oamm 烧山
ofro 烧干的锅炉
ofrb 烧干的锅炉气炸了气崩了
oavi 烧录
oany 烧心
oadn 烧成
oybb 烧房子捡钉子
oybr 烧房子捡钉子得不偿失
oarh 烧掉
oasg 烧杯
oava 烧毁
oaii 烧水
oaoo 烧火
oogj 烧火不旺
oogh 烧火不旺天才添柴
oova 烧火剥葱
oova 烧火剥葱各管一工
oosb 烧火棍子
oosr 烧火棍子一头热一头冷来一头热
oaoq 烧灼
oaof 烧烤
oaoj 烧焊
oawy 烧焦
owbq 烧焦了的米饭
owbk 烧焦了的米饭凑合着吃
ooib 烧煤油炉子
ooig 烧煤油炉子火不打一处来
oaft 烧煮
onco 烧犀观火
ogfp 烧琴煮鹤
oaua 烧瓶
onpq 烧眉之急
oaud 烧着
oadd 烧碱
opjt 烧窑师傅掂火箸
opjo 烧窑师傅掂火箸倒霉捣煤
oprr 烧窑的卖瓦的
oprw 烧窑的卖瓦的都是一路货
oprb 烧窑的盖房子
oprt 烧窑的盖房子一举两得
oxbq 烧红了生铁
oxbp 烧红了生铁越打越硬比喻非常坚强宁可皮肉受苦也不肯暴露党的机密
oxbg 烧红了的煤球
oxbt 烧红了的煤球吹也吹不得拍也拍不得吹不得捧不得
oxrs 烧红的火箸捅火用的铁棍
oxrw 烧红的火箸捅火用的铁棍难拿
oxrq 烧红的烙铁
oxrt 烧红的烙铁烫手摸不得挨不得
oxrq 烧红的生铁
oxrd 烧红的生铁越打越硬
oaxq 烧纸
oaxf 烧结
oaay 烧荒
oaae 烧菜
oatm 烧身
oafp 烧过
oais 烧酒
oaqg 烧钱
oabq 烧陶
oaqn 烧饼
oqqb 烧饼铺里的耗子
oqqw 烧饼铺里的耗子次吃货
oatj 烧香
otyu 烧香忘磕头
otyu 烧香忘磕头顾此失彼未尽心意
otak 烧香惹鬼叫
otar 烧香惹鬼叫好心不得好报
otrw 烧香拜佛
otda 烧香砸菩萨
otdw 烧香砸菩萨不知好歹好歹不分
otda 烧香碰倒菩萨
otdr 烧香碰倒菩萨冒失鬼
otfi 烧香赶和尚
otfy 烧香赶和尚喧宾夺主
otfi 烧香赶走和尚
otfr 烧香赶走和尚喧宾夺主比喻次要的压倒主要的
otja 烧香遇到活菩萨
otjt 烧香遇到活菩萨求之不得
oacq 烧鸡
oatr 烧鹅
oagt 烧麦
ibnb 烫了屁股的猴子
ibnh 烫了屁股的猴子急红了眼
inwt 烫伤
innt 烫发
inrt 烫手
irrw 烫手的粥盆
irru 烫手的粥盆扔了心痛不扔手痛
igrb 烫死的鸭子
igrd 烫死的鸭子身子烂了嘴还硬
inef 烫脚
inaw 烫花
inja 烫蜡
inqq 烫金
rkum 热中送扇雪中送炭
rkuq 热中送扇雪中送炭急人之所急
rvtu 热乎
rvbn 热了
rlip 热力学
rvca 热劲
rqby 热包子掉底
rqbq 热包子掉底露了馅
rvwx 热化
rvfn 热卖
rvdf 热压
rsqr 热可炙手
rvff 热土
rfhj 热地上的蚰蜒
rfhy 热地上的蚰蜒节肢动物像蜈蚣而略小生活在阴湿的地方
rvgd 热天
rgrb 热天的扇子
rgrn 热天的扇子家家忙
rvgk 热带
rvya 热度
rvny 热心
rnne 热心快肠
rnak 热心苦口
rvnp 热忱
rvyo 热恋
rykw 热恋中的情人
rykg 热恋中的情人难分开
rvng 热情
rnii 热情洋溢
rvrv 热搜
rvtx 热敏
rvge 热敷
rvsm 热机
rvsy 热核
rvrn 热气
rree 热气腾腾
rvii 热水
rikk 热水器
riua 热水瓶
riur 热水瓶外头凉里头热
riur 热水瓶脾气
riur 热水瓶脾气外面冷里头热
riwa 热水袋
rvin 热汤
rioj 热油糕放进冰箱里
riob 热油糕放进冰箱里凉透了
rvih 热泪
rieh 热泪盈眶
rvdi 热泵
rviy 热浪
rvid 热源
riiu 热滚滚
rvoo 热火
rofg 热火朝天
rowm 热火盆里抽火炭
rowa 热火盆里抽火炭冷落
rvoy 热炕
roud 热炕头上的白面
rouk 热炕头上的白面发啦
roug 热炕头的夫妻
rouw 热炕头的夫妻难舍难分
rvhk 热点
rvgq 热烈
rooa 热烘烘
rruu 热热闹闹
rgtq 热熬翻饼
rvep 热爱
rvjn 热电
rphj 热窝上的蚂蚁
rphl 热窝上的蚂蚁急得团团转
rpob 热窝炒豆子
rpow 热窝炒豆子熟一个蹦一个
rvtp 热管
rvxg 热线
rvxt 热络
rven 热肠
redu 热肠古道
reux 热胀冷缩
rvce 热能
rene 热脸蛋贴人家冷屁股
reeu 热腾腾
rvrl 热舞
rvaw 热茶
rvae 热菜
rvtl 热血
rtie 热血沸腾
rvyk 热衷
rvyd 热诚
rkbc 热蹄子马
rkbw 热蹄子马闭不住
rvtm 热身
rtbj 热身子滚到冰窖里
rtbf 热身子滚到冰窖里凉了半截
rtpf 热身赛
rvug 热辣
rvjg 热量
rvgq 热鏊
rgoj 热鏊烙饼用的炊具铁制圆形平底上的蚂蚁
rvqi 热销
rvqk 热锅
rqht 热锅上的蒸笼
rqhr 热锅上的蒸笼好大的气
rqhj 热锅上的蚂蚁
rqhl 热锅上的蚂蚁团团转
rqhj 热锅上的蚰蜒
rqhl 热锅上的蚰蜒团团转
rqhg 热锅上的黄豆
rqhc 热锅上的黄豆熟了就蹦蹦得欢
rqhj 热锅上蚂蚁
rqhj 热锅上蝼蚁
rqos 热锅炒辣椒
rqor 热锅炒辣椒够戗够受的
rqoa 热锅爆米花
rqok 热锅爆米花乱蹦乱跳
rqjj 热锅里爆虾米小虾
rqjk 热锅里爆虾米小虾又蹦又跳连蹦带跳
rqjq 热锅里的螃蟹
rqje 热锅里的螃蟹爪子紧挠比喻十分难受
rqjb 热锅里的鸭子
rqje 热锅里的鸭子窝脖
rvqv 热键
rvuy 热门
rvbe 热阻
rvbu 热障
rdbm 热面孔碰到冷毛巾
rdbn 热面孔碰到冷毛巾无情
rvmq 热风
rvqn 热饮
oqoc 烯烃
opoc 烷烃
ybrm 烹制
ydax 烹犬藏弓
yqax 烹狗藏弓
ybaw 烹茶
ybym 烹调
ybqn 烹饪
ydym 烹龙庖凤
ydom 烹龙炮凤
ydfm 烹龙煮凤
otoo 烽火
oock 烽火台
oolf 烽火四起
oosl 烽火相连
oolg 烽火连天
oolr 烽火连年
otol 烽烟
otou 烽燧
ofgt 烽鼓不息
ghtj 焉得
ghde 焉有
gtdp 焉知非福
gfle 焉耆回族自治县
ghce 焉能
ojxx 焊丝
ojyj 焊剂
ojpd 焊割
ojaa 焊工
ojru 焊接
ojts 焊条
otds 焊条碰钢板
otdo 焊条碰钢板冒火
ojsw 焊枪
ojtp 焊管
ojxt 焊缝
ojqj 焊锡
oqnt 焕发
oqqd 焕然
oqgu 焕然一新
oqvu 焕然如新
oucq 焖鸡
ourm 焙制
ouoa 焙烧
snfw 焚书坑儒
smfw 焚典坑儒
snrd 焚尸扬灰
svrp 焚巢捣穴
svap 焚巢荡穴
ssui 焚林竭泽
ssdq 焚林而狩
ssdq 焚林而猎
ssdl 焚林而田
ssdi 焚林而田竭泽而渔
ssdl 焚林而畋
sswi 焚枯食淡
ssva 焚毁
ssoa 焚烧
sgfp 焚琴煮鹤
sgxp 焚琴鬻鹤
stdq 焚符破玺
syxj 焚膏继晷
stdw 焚舟破釜
sadl 焚薮而田
sstj 焚香
strf 焚香扫地
stpr 焚香礼拜
ster 焚香膜拜
stsp 焚香顶礼
smrd 焚骨扬灰
wwfa 焦作城乡一体化示范区
wwym 焦作市
wdfe 焦唇干肺
wdft 焦唇干舌
wdut 焦唇敝舌
wlsf 焦国标
wuop 焦头烂额
wmis 焦山河
wnal 焦心劳思
wnrk 焦心热中
wlah 焦思苦虑
wyqv 焦急
wiod 焦沙烂石
wyoq 焦灼
wymd 焦炭
wyhk 焦点
wyoa 焦煤
wgrd 焦熬投石
wnth 焦眉愁眼
wnqh 焦眉皱眼
wnae 焦眉苦脸
wybg 焦耳
wyeq 焦脆
wyha 焦虑
wygq 焦裂
wqid 焦金流石
wqod 焦金烁石
wyfl 焦雷
wyam 焦黄
oqny 焰心
oqoo 焰火
qdmj 然则
qdrg 然后
qdgi 然否
qoja 然糠照薪
qotj 然糠自照
qddm 然而
qayn 然荻读书
qdya 然诺
owoa 煅烧
opfo 煊赫
oror 煌煌
uiwu 煎水作冰
uegq 煎熬
uexx 煎胶续弦
ueax 煎药
uenh 煎蛋
ugrr 煎豆摘瓜
ufda 煎过三遍的药
ufdt 煎过三遍的药无用之物废物
ufdi 煎过三遍的药渣
ufdb 煎过三遍的药渣早该倒了
uerp 煎迫
ueqn 煎饼
ueqg 煎鱼
qvjt 煞星
qvjg 煞是
qdwg 煞有介事
qvpy 煞神
qvxj 煞费
qxns 煞费心机
qxan 煞费苦心
oafj 煤井
oadg 煤厂
ofrh 煤块掉在雪地上
ofrj 煤块掉在雪地上黑白分明
ofhl 煤堆上落汤圆
ofht 煤堆上落汤圆吹也吹不得拍也拍不得
ofjy 煤堆里找芝麻
ofjj 煤堆里找芝麻难寻难得得之不易
oaif 煤尘
oanf 煤层
oani 煤屑
oarn 煤气
orof 煤气灶
oroy 煤气炉
orrm 煤气罐
oios 煤油灯
oado 煤灰
odnn 煤灰刷墙壁
odnl 煤灰刷墙壁一抹黑
oaoy 煤炉
oamd 煤炭
omgi 煤炭下水
omgi 煤炭下水一辈子洗不清
oaol 煤烟
oagf 煤球
oall 煤田
oady 煤矿
oadf 煤砖
oapw 煤窑
opja 煤窑里放瓦斯
opji 煤窑里放瓦斯害人不浅
ooba 煤粉子捏菩萨
oobl 煤粉子捏菩萨黑心肝心肠黑
oodf 煤粉石灰搀一起
oodr 煤粉石灰搀一起黑白不分混淆黑白
oadi 煤耗
oarf 煤质
oalg 煤车
oqrs 煤铺的掌柜
oqrq 煤铺的掌柜赚黑钱
odbw 煤面子捏的人
odbe 煤面子捏的人黑心肝
jjbb 煦煦孑孑
jqui 煦色韶光
jvjt 照临
jvyp 照亮
jwee 照人肝胆
jvwf 照会
jvwg 照例
jvuw 照准
jvbm 照出
jvgc 照到
jvlw 照办
jati 照功行赏
juwn 照单全收
jvdh 照在
jvnk 照壁
jvqu 照妖镜
jvpu 照实
jvtm 照射
jvip 照常
jvyi 照应
jvya 照度
jvvi 照录
jvta 照彻
jvri 照抄
jvry 照护
jvrx 照拂
jvrd 照排
jvrt 照搬
jvou 照料
jvhj 照旧
jvje 照明
jjxu 照明弹
jjxg 照明弹上天
jjxj 照明弹上天高明
jjos 照明灯
jvjm 照映
jvjs 照晒
jspt 照本宣科
jvsu 照样
jvhx 照此
jvth 照片
jqgh 照猫画虎
jqgy 照猫画虎差不离
jvgj 照理
jvet 照用
jvsh 照相
jssm 照相机
jsrt 照相的底片
jsrr 照相的底片颠倒黑白
jsqn 照相馆
jsqt 照相馆改底片
jsqw 照相馆改底片羞修人
jvrh 照看
jvhv 照眼
jvud 照着
juqr 照着镜子作揖
juqn 照着镜子作揖自己拜自己
jvuj 照章
julg 照章办事
jvtp 照管
jvxw 照给
jviq 照耀
jajf 照萤映雪
jaas 照葫芦画瓢
jvmq 照见
jvyu 照说
jvyn 照遍
jvdm 照面
jvdb 照顾
ofyi 煨干就湿
ofni 煨干避湿
ffrb 煮坏的饺子
ffrb 煮坏的饺子露馅了
ftin 煮汤
ftix 煮沸
ftyb 煮熟
fyrk 煮熟的饭不吃
fyrb 煮熟的饭不吃闷焖起来了
fyrb 煮熟的鸭子
fyrg 煮熟的鸭子飞上了天
fyrs 煮熟的鸭子飞上了天弥天大谎天下奇闻怪事一桩
fyrg 煮熟的鸭子飞上天
fyry 煮熟的鸭子飞上天弥天大谎
fyrb 煮熟的鸭子飞不了
ftxo 煮粥
fxse 煮粥焚须
ftae 煮菜
fgot 煮豆燃箕
fgoa 煮豆燃萁
fpog 煮鹤烧琴
fpsg 煮鹤焚琴
wkxo 煲粥
oyfc 煽动
ofnt 煽动性
oyng 煽情
oyak 煽惑
oyfh 煽起
omho 煽风点火
otnu 熄屏
otgo 熄灭
otos 熄灯
cerv 熊势
ceqn 熊包
ceym 熊市
ctxd 熊廷弼
cnee 熊心豹胆
ccdo 熊熊大火
ccoo 熊熊燃烧
cehc 熊皮
chbc 熊瞎子上戏台
chbs 熊瞎子上戏台熊样
chbo 熊瞎子吃粽粑
chbb 熊瞎子吃粽粑粽子
chba 熊瞎子学绣花
chbb 熊瞎子学绣花装模作样装样子
chbg 熊瞎子打立正
chbs 熊瞎子打立正混充人样装人样
chbr 熊瞎子拜年
chbp 熊瞎子拜年不敢受这个礼
chbb 熊瞎子耍棒子
chbr 熊瞎子耍棒子胡抡
chbs 熊瞎子耍马枪
chbr 熊瞎子耍马枪露一手
chbp 熊瞎子舔马蜂窝
chbu 熊瞎子舔马蜂窝怕挨蜇别想吃甜头
cxqw 熊经鸟伸
cxqx 熊经鸟引
cxqj 熊经鸟曳
cxqj 熊经鸟申
cxqd 熊经鸱顾
clpf 熊罴之士
clts 熊罴入梦
cldd 熊罴百万
ceej 熊胆
cehu 熊腰虎背
cfel 熊韬豹略
tggd 熏天
tgff 熏天赫地
tagk 熏莸不同器
tamk 熏莸同器
tgab 熏蒸
tgbq 熏陶
tbdn 熏陶成性
tmqn 熏风解愠
oggo 熔于一炉
owqd 熔今铸古
opuc 熔冶
opwx 熔化
odqw 熔古铸今
opmd 熔岩
opru 熔接
opuq 熔浆
opoy 熔炉
ophk 熔点
opoa 熔炼
opgk 熔融
opqe 熔解
opqd 熔铸
ahtk 熙和
ahry 熙攘
agrt 熙来攘往
aaff 熙熙壤壤
aarr 熙熙攘攘
aagg 熙熙融融
ybnu 熟习
ybww 熟人
ywcy 熟人对面不相识
ywcu 熟人对面不相识眼力差
ybwx 熟化
ybff 熟土
ybfb 熟地
ybvv 熟女
ybpb 熟字
ybpt 熟客
ybln 熟思
ylpt 熟思审处
ybto 熟悉
ybrt 熟手
ybht 熟睡
ybtd 熟知
ybtw 熟稔
ybxa 熟练
yxaa 熟练工
ycta 熟能生巧
ybew 熟脸
ybha 熟虑
yjqe 熟螃蟹
yjqb 熟螃蟹横行不了
ypfh 熟视无睹
ybyn 熟记
ybyk 熟识
ybyf 熟读
yyil 熟读深思
ybkh 熟路
ykll 熟路轻车
ykll 熟路轻辙
ybte 熟透
ytbb 熟透了的柿子
ytbr 熟透了的瓜
ytbr 熟透了的瓜不用摘
ytbs 熟透了的石榴
ytbk 熟透了的石榴合不拢嘴咧开了嘴
ytrg 熟透的大枣
ytrx 熟透的大枣自来红
ytra 熟透的桑葚
ytrh 熟透的桑葚红得发紫
ytra 熟透的甘蔗
ytrt 熟透的甘蔗节节甜
ybut 熟道
ybqr 熟铁
yuyk 熟门熟路
ybwy 熟食
yttx 熟魏生张
nfmh 熨帖
nfgu 熨平
nfuf 熨斗
nfin 熨烫
gbub 熬出头了
gqgc 熬到
gqyw 熬夜
guks 熬姜呷醋
gnxl 熬心费力
ggpy 熬更守夜
gsei 熬枯受淡
gqin 熬汤
gixo 熬油费火
giei 熬清受淡
gipi 熬清守淡
gipy 熬清守谈
gque 熬煎
gqxo 熬粥
gete 熬肠刮肚
gqax 熬药
gqfp 熬过
oufu 熵增
fktm 熹微
oqyt 燃放
oqou 燃料
ooji 燃料电池
oqrn 燃气
oqim 燃油
oilg 燃油车
oqos 燃灯
oqhk 燃点
oqoa 燃烧
ooxu 燃烧弹
oqnh 燃眉
onpq 燃眉之急
ootj 燃糠自照
oqgx 燃素
oqdi 燃耗
oapt 燃萁之敏
oaug 燃萁煎豆
oafg 燃萁煮豆
oqfh 燃起
oqtj 燃香
oddr 燎原
odgo 燎原烈火
onrs 燎发摧枯
ovco 燎如观火
odiq 燎泡
oaco 燎若观火
onfw 燔书坑儒
auyi 燕京
awaw 燕侣莺俦
awaw 燕俦莺侣
akdi 燕口夺泥
akdd 燕口夺泥细索求无中生有
atqv 燕处危巢
atsv 燕处焚巢
avan 燕妒莺惭
aubb 燕子
abgf 燕子下江南
abga 燕子下江南不辞劳苦
abrp 燕子搭窝
abry 燕子搭窝嘴上功夫全凭嘴安家落户
abrc 燕子的嘴巴
abrw 燕子的嘴巴两岔
abtw 燕子衔食
appg 燕安鸩毒
auqi 燕尔
aquv 燕尔新婚
aneb 燕尾服
aumm 燕山
awpd 燕岱之石
auvj 燕巢
avga 燕巢于幕
avba 燕巢卫幕
avqa 燕巢危幕
avah 燕巢幕上
avna 燕巢飞幕
ayds 燕市悲歌
aatp 燕幕自安
ajvc 燕昭好马
ajyc 燕昭市骏
asfr 燕歌赵舞
aagj 燕燕于归
aaaa 燕燕莺莺
auge 燕瘦环肥
adyg 燕石妄珍
aupw 燕窝
aprf 燕窝掉地
apry 燕窝掉地家破人亡
axaa 燕约莺期
anmy 燕翼贻谋
arak 燕舞莺啼
aras 燕舞莺歌
ayak 燕语莺啼
aufh 燕赵
aqat 燕金募秀
aiti 燕雀处堂
aisl 燕雀相贺
adwn 燕雁代飞
aphu 燕额虎头
